"","Var.1","Library","City.ortown","Image","Dategranted","Grantamount","Location","Notes","state","Municipality","Status","Town"
"960",30,"St. Louis Carpenter","St. Louis",NA,"Mar 12, 1901","—","3309 S. Grand Blvd.","Continues to be used as a Public Library. (2013)","Missouri",NA,NA,NA
"961",31,"St. Louis Divoll","St. Louis",NA,"Mar 12, 1901","—","1257 Farrar St.","Closed c.1965. Located in the Hyde Park neighborhood. Another branch by the same name was opened in another part of the city.","Missouri",NA,NA,NA
"962",32,"St. Louis Soulard","St. Louis",NA,"Mar 12, 1901","—","706 Lafayette Ave.","Opened in 1910, the building still stands, but it is no longer used as a library. (2013)","Missouri",NA,NA,NA
"963",33,"Webb City","Webb City",NA,"Apr 28, 1913","$25,000","101 S. Liberty Ave.","Continues to be used as a Public Library (2012).","Missouri",NA,NA,NA
"964",1,"Big Timber","Big Timber",NA,"May 16, 1911","$7,500","314 McLeod St.45°49′57″N 109°57′7″W﻿ / ﻿45.83250°N 109.95194°W﻿ / 45.83250; -109.95194﻿ (Big Timber Carnegie Public Library)","","Montana",NA,NA,NA
"965",2,"Bozeman","Bozeman",NA,"Mar 14, 1902","$15,000","35 N. Bozeman Ave.45°40′49″N 111°2′4″W﻿ / ﻿45.68028°N 111.03444°W﻿ / 45.68028; -111.03444﻿ (Bozeman Carnegie Library)","Now houses law offices","Montana",NA,NA,NA
"966",3,"Chinook","Chinook",NA,"Oct 29, 1918","$15,000","421 Ohio St.","","Montana",NA,NA,NA
"967",4,"Dillon","Dillon",NA,"Jan 22, 1902","$7,500","121 S. Idaho St.45°12′59″N 112°38′13″W﻿ / ﻿45.21639°N 112.63694°W﻿ / 45.21639; -112.63694﻿ (Dillon City Library)","","Montana",NA,NA,NA
"968",5,"Fort Benton","Fort Benton",NA,"Mar 31, 1916","$15,000","1518 Main St.","","Montana",NA,NA,NA
"969",6,"Glasgow","Glasgow",NA,"Apr 8, 1907","$7,500","","Demolished about 1965","Montana",NA,NA,NA
"970",7,"Great Falls","Great Falls",NA,"Jun 21, 1901","$31,700","","Demolished about 1965","Montana",NA,NA,NA
"971",8,"Hamilton","Hamilton",NA,"Jul 23, 1914","$9,000","306 State St.","","Montana",NA,NA,NA
"972",9,"Hardin","Hardin",NA,"Mar 31, 1916","$7,500","419 N. Custer Ave.","","Montana",NA,NA,NA
"973",10,"Havre","Havre",NA,"Mar 14, 1913","$12,000","447 4th Ave.48°32′57″N 109°40′35″W﻿ / ﻿48.54917°N 109.67639°W﻿ / 48.54917; -109.67639﻿ (Carnegie Public Library)","Now the Old Library Art Gallery","Montana",NA,NA,NA
"974",11,"Kalispell","Kalispell",NA,"Dec 21, 1901","$10,000","302 2nd Ave. E.","Now the Hockaday Museum of Art","Montana",NA,NA,NA
"975",12,"Lewistown","Lewistown",NA,"Jan 19, 1905","$10,000","701 W. Main St.47°3′41″N 109°25′47″W﻿ / ﻿47.06139°N 109.42972°W﻿ / 47.06139; -109.42972﻿ (Lewistown Carnegie Library)","Completed in 1906, opened in 1907","Montana",NA,NA,NA
"976",13,"Livingston","Livingston",NA,"Mar 20, 1903","$10,000","228 W. Callender St.","Opened October 1904","Montana",NA,NA,NA
"977",14,"Malta","Malta",NA,"Feb 3, 1917","$15,000","S. 1st St.48°21′35″N 107°52′34″W﻿ / ﻿48.35972°N 107.87611°W﻿ / 48.35972; -107.87611﻿ (Phillips County Carnegie Library)","Now a museum","Montana",NA,NA,NA
"978",15,"Miles City","Miles City",NA,"Jul 16, 1901","$10,000","1 S. 10th St.","","Montana",NA,NA,NA
"979",16,"Missoula","Missoula",NA,"Jan 13, 1903","$12,500","335 N. Pattee St.46°52′21″N 113°59′29″W﻿ / ﻿46.87250°N 113.99139°W﻿ / 46.87250; -113.99139﻿ (Missoula Carnegie Public Library)","Now the Missoula Art Museum","Montana",NA,NA,NA
"980",17,"Red Lodge","Red Lodge",NA,"Jun 11, 1914","$15,000","3 W. 8th St.","","Montana",NA,NA,NA
"981",1,"Albion","Albion",NA,"Apr 8, 1907","$6,000","437 S 3rd St","","Nebraska",NA,NA,NA
"982",2,"Alliance","Alliance",NA,"Dec 2, 1909","$10,000","204 W 4th St","The building is now the Carnegie Arts Center.","Nebraska",NA,NA,NA
"983",3,"Alma","Alma",NA,"Dec 13, 1907","$10,000","111 S John St","","Nebraska",NA,NA,NA
"984",4,"Arcadia","Arcadia",NA,"Mar 31, 1916","$7,000","100 S. Reynolds St.","","Nebraska",NA,NA,NA
"985",5,"Ashland","Ashland",NA,"Mar 18, 1911","$5,500","207 N. 15th St.","The library moved to a new building in January 2015. The Carnegie library now houses the Ashland History Museum.","Nebraska",NA,NA,NA
"986",6,"Aurora","Aurora",NA,"Dec 2, 1909","$10,000","812 12th St","","Nebraska",NA,NA,NA
"987",7,"Beatrice","Beatrice",NA,"Mar 14, 1902","$23,000","220 N. 5th St.","","Nebraska",NA,NA,NA
"988",8,"Blair","Blair",NA,"Mar 31, 1916","$10,000","","","Nebraska",NA,NA,NA
"989",9,"Bloomfield","Bloomfield",NA,"Jan 2, 1913","$5,000","","","Nebraska",NA,NA,NA
"990",10,"Broken Bow","Broken Bow",NA,"Jul 23, 1914","$10,000","255 S. 10th St.","","Nebraska",NA,NA,NA
"991",11,"Burwell","Burwell",NA,"May 21, 1913","$5,000","110 S. 7th Ave.","","Nebraska",NA,NA,NA
"992",12,"Chadron","Chadron",NA,"Apr 16, 1910","$5,788","507 Bordeaux St.","","Nebraska",NA,NA,NA
"993",13,"Clarks","Clarks",NA,"May 3, 1917","$7,500","101 W Amity St","","Nebraska",NA,NA,NA
"994",14,"Clay Center","Clay Center",NA,"Jan 6, 1915","$7,000","117 W Edgar St","","Nebraska",NA,NA,NA
"995",15,"College View","College View",NA,"Sep 25, 1914","$7,500","3800 S. 48th St.","","Nebraska",NA,NA,NA
"996",16,"Columbus","Columbus",NA,"Aug 11, 1913","$13,000","1470 25th Ave","","Nebraska",NA,NA,NA
"997",17,"Cozad","Cozad",NA,"Sep 14, 1917","$6,000","","","Nebraska",NA,NA,NA
"998",18,"Crete [3]","Crete",NA,"Aug 11, 1913","$10,000","305 East 13th Street, Crete, Nebraska 68333","Expanded and remodeled in the 1990s","Nebraska",NA,NA,NA
"999",19,"David City","David City",NA,"Nov 9, 1916","$10,000","360 E St","","Nebraska",NA,NA,NA
"1000",20,"Dewitt","De Witt",NA,"Nov 14, 1906","$3,000","","","Nebraska",NA,NA,NA
"1001",21,"Fairbury","Fairbury",NA,"Dec 24, 1907","$12,500","601 7th St.","","Nebraska",NA,NA,NA
"1002",22,"Fairfield","Fairfield",NA,"Jan 9, 1913","$6,000","412 N. D St.","","Nebraska",NA,NA,NA
"1003",23,"Franklin","Franklin",NA,"Sep 29, 1915","$5,000","","","Nebraska",NA,NA,NA
"1004",24,"Fremont","Fremont",NA,"Dec 30, 1901","15000","","","Nebraska",NA,NA,NA
"1005",25,"Fullerton","Fullerton",NA,"Jul 13, 1912","$6,000","402 Fuller St","","Nebraska",NA,NA,NA
"1006",26,"Geneva","Geneva",NA,"Jan 31, 1911","$8,000","","","Nebraska",NA,NA,NA
"1007",27,"Gibbon","Gibbon",NA,"May 17, 1912","$6,000","","","Nebraska",NA,NA,NA
"1008",28,"Gothenburg","Gothenburg",NA,"Jan 14, 1914","$8,000","1104 Lake Av","","Nebraska",NA,NA,NA
"1009",29,"Grand Island","Grand Island",NA,"Apr 26, 1902","$20,000","321 W. 2nd St.","","Nebraska",NA,NA,NA
"1010",30,"Hartington","Hartington",NA,"Mar 11, 1914","$8,000","106 S Broadway","","Nebraska",NA,NA,NA
"1011",31,"Harvard","Harvard",NA,"Jun 11, 1914","$6,000","309 N Clay Ave","","Nebraska",NA,NA,NA
"1012",32,"Hastings","Hastings",NA,"Dec 27, 1902","$15,000","","","Nebraska",NA,NA,NA
"1013",33,"Havelock","Havelock",NA,"Mar 24, 1906","$7,000","","","Nebraska",NA,NA,NA
"1014",34,"Holdrege","Holdrege",NA,"Nov 16, 1904","$8,500","604 East Av","","Nebraska",NA,NA,NA
"1015",35,"Kearney","Kearney",NA,"Jan 13, 1903","$12,000","","","Nebraska",NA,NA,NA
"1016",36,"Lexington","Lexington",NA,"Nov 9, 1916","$10,000","705 N Washington St","","Nebraska",NA,NA,NA
"1017",37,"Lincoln Main","Lincoln",NA,"Dec 20, 1899","$87,000","136 South 14th Street","","Nebraska",NA,NA,NA
"1018",38,"Lincoln Branch","Lincoln",NA,"Dec 20, 1899","$10,000[4]","2121 N 27th St","The library was built at 27th & Orchard Street. In 1992 it was moved to the current location. [4]","Nebraska",NA,NA,NA
"1019",39,"Loup City","Loup City",NA,"Mar 31, 1916","$8,000","652 N St.","","Nebraska",NA,NA,NA
"1020",40,"Madison","Madison",NA,"Jan 31, 1911","$6,000","W 3rd and Kent","","Nebraska",NA,NA,NA
"1021",41,"McCook","McCook",NA,"Dec 8, 1905","$11,000","423 Norris Ave.","","Nebraska",NA,NA,NA
"1022",42,"Neligh","Neligh",NA,"Dec 14, 1908","$5,000","","","Nebraska",NA,NA,NA
"1023",43,"Norfolk","Norfolk",NA,"Dec 13, 1907","$10,000","803 W. Norfolk Ave.","","Nebraska",NA,NA,NA
"1024",44,"North Bend","North Bend",NA,"Dec 7, 1911","$7,500","140 E. 8th St.","","Nebraska",NA,NA,NA
"1025",45,"North Platte","North Platte",NA,"Apr 8, 1910","$12,000","314 N Jeffers St","","Nebraska",NA,NA,NA
"1026",46,"O'Neill","O'Neill",NA,"May 17, 1912","$10,000","601 E Douglas","","Nebraska",NA,NA,NA
"1027",47,"Pawnee City","Pawnee City",NA,"Dec 30, 1904","$7,000","730 G St.","","Nebraska",NA,NA,NA
"1028",48,"Pierce","Pierce",NA,"Mar 29, 1911","$4,000","200 E Willow St","","Nebraska",NA,NA,NA
"1029",49,"Plainview","Plainview",NA,"Dec 3, 1915","$6,000","102 S. Main St.","","Nebraska",NA,NA,NA
"1030",50,"Plattsmouth","Plattsmouth",NA,"Jun 1, 1915","$12,500","401 Avenue A","","Nebraska",NA,NA,NA
"1031",51,"Ponca","Ponca",NA,"Apr 25, 1911","$4,500","203 2nd St","","Nebraska",NA,NA,NA
"1032",52,"Randolph","Randolph",NA,"Nov 9, 1916","$6,000","","","Nebraska",NA,NA,NA
"1033",53,"Ravenna","Ravenna",NA,"Nov 9, 1916","$7,500","121 W Seneca St","The library moved to a new building in July 2018.","Nebraska",NA,NA,NA
"1034",54,"Schuyler","Schuyler",NA,"Mar 29, 1911","$9,000","1003 B St.","","Nebraska",NA,NA,NA
"1035",55,"Scottsbluff","Scottsbluff",NA,"Jun 6, 1917","$15,000","106 E. 18th St.","","Nebraska",NA,NA,NA
"1036",56,"Seward","Seward",NA,"Apr 3, 1912","$8,000","204 S 5th St","","Nebraska",NA,NA,NA
"1037",57,"Shelton","Shelton",NA,"Apr 2, 1913","$9,000","313 C St","","Nebraska",NA,NA,NA
"1038",58,"Sidney","Sidney",NA,"Jul 9, 1913","$6,500","740 Illinois St.","","Nebraska",NA,NA,NA
"1039",59,"South Omaha","Omaha",NA,"Jun 21, 1901","$50,000","2302 M Street","Located in the former city of South Omaha. The Carnegie building was razed in 1954 and a new building was built in its place. Today's location is a partnership with Metropolitan Community College.","Nebraska",NA,NA,NA
"1040",60,"Spencer","Spencer",NA,"Dec 3, 1915","$8,000","110 W Main","","Nebraska",NA,NA,NA
"1041",61,"Stanton","Stanton",NA,"Apr 13, 1914","$8,000","1009 Jackpine St.","","Nebraska",NA,NA,NA
"1042",62,"Stromsburg","Stromsburg",NA,"Mar 16, 1915","$7,500","5th and Commercial","","Nebraska",NA,NA,NA
"1043",63,"Superior","Superior",NA,"Dec 24, 1907","$7,000","","","Nebraska",NA,NA,NA
"1044",64,"Sutton","Sutton",NA,"Feb 1, 1909","$5,700","","","Nebraska",NA,NA,NA
"1045",65,"Tecumseh","Tecumseh",NA,"Nov 14, 1906","$6,000","136 N 5th St","","Nebraska",NA,NA,NA
"1046",66,"Tekamah","Tekamah",NA,"Nov 17, 1914","$8,000","204 S. 13th St.","","Nebraska",NA,NA,NA
"1047",67,"University Place","University Place",NA,"Mar 16, 1915","$12,500","2820 N 48th St","","Nebraska",NA,NA,NA
"1048",68,"Wayne","Wayne",NA,"Jan 6, 1911","$9,000","410 Main St","","Nebraska",NA,NA,NA
"1049",69,"Wymore","Wymore",NA,"Sep 25, 1914","$10,000","116 W F St","","Nebraska",NA,NA,NA
"1050",1,"Reno","Reno",NA,"Mar 14, 1902","$15,000","S Virginia St. and Mill St.39°31′29.25″N 119°48′42.28″W﻿ / ﻿39.5247917°N 119.8117444°W﻿ / 39.5247917; -119.8117444﻿ (Reno Carnegie Library)","Dedicated on June 4, 1904, the building was razed in 1931 for post office construction.","Nevada",NA,NA,NA
"1051",1,"Berlin Public Library","Berlin",NA,"Dec 27, 1902","$17,000","270 Main St.44°28′21″N 71°10′42″W﻿ / ﻿44.472562°N 71.178274°W﻿ / 44.472562; -71.178274﻿ (Berlin Public Library)","","New Hampshire",NA,NA,NA
"1052",2,"Fiske Free Library","Claremont",NA,"Jan 13, 1903","$15,000","108 Broad St.43°22′20″N 72°20′12″W﻿ / ﻿43.372348°N 72.336602°W﻿ / 43.372348; -72.336602﻿ (Fiske Free Library)","The design of Henry M. Francis & Sons, this library was expanded in 1922 and renovated in 1966.","New Hampshire",NA,NA,NA
"1053",3,"Dover","Dover",NA,"Apr 26, 1902","$30,000","73 Locust St.43°11′36″N 70°52′32″W﻿ / ﻿43.193241°N 70.875549°W﻿ / 43.193241; -70.875549﻿ (INSERT Public Library)","Designed by architects Randlett & Griffin, this building was dedicated July 19, 1905, and underwent a major renovation in the late 1980s.[3]","New Hampshire",NA,NA,NA
"1054",4,"Franklin","Franklin",NA,"Nov 25, 1903","$15,000","310 Central St.43°26′40″N 71°38′49″W﻿ / ﻿43.444538°N 71.646953°W﻿ / 43.444538; -71.646953﻿ (Franklin Public Library)","","New Hampshire",NA,NA,NA
"1055",5,"Lebanon","Lebanon",NA,"Dec 13, 1907","$12,500","9 E. Park St.43°38′37″N 72°15′00″W﻿ / ﻿43.643715°N 72.250128°W﻿ / 43.643715; -72.250128﻿ (Lebanon Public Library)","","New Hampshire",NA,NA,NA
"1056",6,"Littleton","Littleton",NA,"Mar 14, 1902","$15,000","92 Main St.44°18′26″N 71°46′24″W﻿ / ﻿44.307205°N 71.773446°W﻿ / 44.307205; -71.773446﻿ (Littleton Public Library)","Designed by Robert Coit in the Classical Revival style and opened in 1906, the library's interior was renovated in 1959-1960.","New Hampshire",NA,NA,NA
"1057",7,"Raymond","Raymond",NA,"May 15, 1906","$2,000","9 Epping St.43°02′14″N 71°10′56″W﻿ / ﻿43.037309°N 71.182351°W﻿ / 43.037309; -71.182351﻿ (Raymond Public Library)","Opening October 1, 1908, this library was significantly expanded in 1993.","New Hampshire",NA,NA,NA
"1058",8,"Rochester","Rochester",NA,"Dec 22, 1903","$20,000","65 S. Main St.43°18′08″N 70°58′29″W﻿ / ﻿43.302274°N 70.974813°W﻿ / 43.302274; -70.974813﻿ (Rochester Public Library)","Designed by Randlett & Griffin in the Georgian Revival style and opened October 2, 1905, this library built additions in 1941 and 1996.","New Hampshire",NA,NA,NA
"1059",9,"Whitefield","Whitefield",NA,"Apr 23, 1903","$7,500","8 Lancaster Rd.44°22′29″N 71°36′41″W﻿ / ﻿44.374591°N 71.611354°W﻿ / 44.374591; -71.611354﻿ (Whitefield Public Library)","Dedicated September 6, 1904, this J. Lawrence Berry work remains largely the same today with the exception of a 1990 basement renovation.","New Hampshire",NA,NA,NA
"1060",1,"Atlantic City",NA,NA,"Jan 22, 1903","$71,075","",NA,"New Jersey","Atlantic City","Now part of Stockton University",NA
"1061",2,"Avon",NA,NA,"May 15, 1916","$5,000","",NA,"New Jersey","Avon-by-the-Sea","*Avon Public Library[1]",NA
"1062",3,"Bayonne",NA,NA,"Apr 13, 1903","$83,000","697 Avenue C",NA,"New Jersey","Bayonne","",NA
"1063",4,"Belleville",NA,NA,"Apr 28, 1909","$20,000","",NA,"New Jersey","Belleville","",NA
"1064",5,"Belmar",NA,NA,"Jan 14, 1914","$13,000","",NA,"New Jersey","Belmar","",NA
"1065",6,"Caldwell",NA,NA,"Jan 8, 1908","$10,000","",NA,"New Jersey","Caldwell","*Caldwell Public Library[4]",NA
"1066",7,"Camden Main",NA,NA,"Jan 2, 1903","$120,000","616 Broadway",NA,"New Jersey","Camden","Closed in 1986",NA
"1067",8,"Camden Cooper",NA,NA,"Jan 2, 1903","—","",NA,"New Jersey","Camden","Now part of Rutgers–Camden",NA
"1068",9,"Camden East Camden",NA,NA,"Jan 2, 1903","—","",NA,"New Jersey","Camden","Razed[5]",NA
"1069",10,"Collingswood",NA,NA,"Jan 5, 1916","$15,000","",NA,"New Jersey","Collingswood","Razed[5]",NA
"1070",11,"Cranford",NA,NA,"Jan 20, 1908","$10,000","",NA,"New Jersey","Cranford","Razed[5] 1962[6]",NA
"1071",12,"East Orange Main",NA,NA,"Jan 18, 1900","$116,000","291 Main Street",NA,"New Jersey","East Orange","Now East Orange Municipal Court",NA
"1072",13,"East Orange Elmwood",NA,NA,"Jan 18, 1900","—","",NA,"New Jersey","East Orange","",NA
"1073",14,"East Orange Franklin",NA,NA,"Jan 18, 1900","—","",NA,"New Jersey","East Orange","",NA
"1074",15,"Edgewater",NA,NA,"Mar 16, 1915","$15,000","49 Hudson Ave.",NA,"New Jersey","Edgewater","",NA
"1075",16,"Elizabeth Main",NA,NA,"Feb 3, 1910","$130,810","",NA,"New Jersey","Elizabeth","",NA
"1076",17,"Elizabeth Liberty Square",NA,NA,"Feb 3, 1910","—","240 Elizabeth Ave.",NA,"New Jersey","Elizabeth","Now a senior citizen center",NA
"1077",18,"Englewood",NA,NA,"Jul 9, 1913","$25,000","",NA,"New Jersey","Englewood","Office building[5]",NA
"1078",19,"Freehold",NA,NA,"Mar 27, 1903","$11,000","28 1/2 East Main Street",NA,"New Jersey","Freehold","",NA
"1079",20,"Kearny",NA,NA,"Jan 16, 1906","$27,600","318 Kearny Ave.",NA,"New Jersey","Kearny","",NA
"1080",21,"Lakewood",NA,NA,"Feb 3, 1917","$12,500","",NA,"New Jersey","Lakewood","",NA
"1081",22,"Little Falls",NA,NA,"Apr 3, 1917","$10,000","",NA,"New Jersey","Little Falls","Razed[5]",NA
"1082",23,"Long Branch",NA,NA,"Feb 3, 1917","$30,000","",NA,"New Jersey","Long Branch","*Long Branch Free Public Library[7]",NA
"1083",24,"Montclair Bellevue",NA,NA,"Mar 8, 1901","$60,000","185 Bellevue Ave.",NA,"New Jersey","Montclair","Opened December 26, 1914[8]Francis Augustus Nelson, Architect",NA
"1084",25,"Montclair Montclair",NA,NA,"Mar 8, 1901","—","73 Church St.",NA,"New Jersey","Montclair","Building used as Unitarian Church[9]",NA
"1085",26,"New Brunswick",NA,NA,"Mar 14, 1902","$52,500","",NA,"New Jersey","New Brunswick","*New Brunswick Free Public Library[10]",NA
"1086",27,"Nutley",NA,NA,"Feb 13, 1913","$20,000","",NA,"New Jersey","Nutley","*Nutley Public Library[11]",NA
"1087",28,"Orange",NA,NA,"Apr 19, 1915","$1,500","348 Main St.",NA,"New Jersey","Orange","The grant was for the purchase of a new library branch.[12]",NA
"1088",29,"Perth Amboy",NA,NA,"Mar 8, 1901","$50,450","",NA,"New Jersey","Perth Amboy","",NA
"1089",30,"Plainfield",NA,NA,"Feb 7, 1911","$50,000","",NA,"New Jersey","Plainfield","Razed[5]",NA
"1090",31,"Summit",NA,NA,"Feb 1, 1909","$21,000","",NA,"New Jersey","Summit","Razed[5] Replaced by newer Summit Public Library in 1964[13]",NA
"1091",32,"Union",NA,NA,"Feb 5, 1904","$25,000","",NA,"New Jersey","Union Hill","*Union City Public Library[14]Union City",NA
"1092",33,"Verona",NA,NA,"Mar 31, 1916","$11,000","",NA,"New Jersey","Verona","*Verona Public Library[15][16]",NA
"1093",34,"Vineland",NA,NA,"Feb 2, 1903","$12,000","",NA,"New Jersey","Vineland","Senior center[5][17]",NA
"1094",35,"West Hoboken",NA,NA,"Feb 4, 1902","$25,000","",NA,"New Jersey","West Hoboken","William Musto Cultural Center[18][19]Union City",NA
"1095",36,"Westfield",NA,NA,"Dec 30, 1904","$15,000","266 E. Broad St.",NA,"New Jersey","Westfield","Library relocated 1954,[20][21] now a business complex",NA
"1096",1,"Las Vegas","Las Vegas",NA,"Mar 14, 1902","$10,000","500 National Ave.35°35′55″N 105°12′55″W﻿ / ﻿35.598659°N 105.215228°W﻿ / 35.598659; -105.215228﻿ (Las Vegas Carnegie Public Library)","Similar in architecture and style to Thomas Jefferson's Monticello, this work has served as a library since its opening in 1904.","New Mexico",NA,NA,NA
"1097",2,"Raton","Raton",NA,"Jan 23, 1911","$12,000","Ripley Park36°54′19″N 104°26′17″W﻿ / ﻿36.905234°N 104.438047°W﻿ / 36.905234; -104.438047﻿ (Raton Public Library)","This building opened September 17, 1912, and was razed in 1969 when the library moved to a larger facility.[2]","New Mexico",NA,NA,NA
"1098",3,"Roswell","Roswell",NA,"Jun 1, 1903","$10,000","123 W. 3rd St.33°23′43″N 104°31′23″W﻿ / ﻿33.395359°N 104.523144°W﻿ / 33.395359; -104.523144﻿ (Roswell Public Library)","This 1906 building was a library until 1978, and it is now vacant.[3]","New Mexico",NA,NA,NA
"1099",1,"Amsterdam","Amsterdam",NA,"Feb 4, 1902","$25,000","28 Church St.","Construction began 1902, opened 1903","New York",NA,NA,NA
"1100",2,"Andover","Andover",NA,"Nov 21, 1911","$5,000","40 Main St.","Opened 1912","New York",NA,NA,NA
"1101",3,"Binghamton","Binghamton",NA,"Apr 26, 1902","$75,000","78 Exchange St.","Open 1904–2002","New York",NA,NA,NA
"1102",4,"Bolivar","Bolivar",NA,"Apr 10, 1909","$5,000","390 Main St.","","New York",NA,NA,NA
"1103",5,"Canastota","Canastota",NA,"Jan 10, 1902","$10,000","102 W. Center St.","","New York",NA,NA,NA
"1104",6,"Catskill","Catskill",NA,"Feb 2, 1901","$20,000","1 Franklin St.","","New York",NA,NA,NA
"1105",7,"Chatham","Chatham",NA,"Aug 16, 1901","$15,000","11 Woodbridge Ave","Opened 1905","New York",NA,NA,NA
"1106",8,"Dunkirk","Dunkirk",NA,"Feb 20, 1904","$25,000","536 Central Ave.","","New York",NA,NA,NA
"1107",9,"Elmira","Elmira",NA,"Jan 28, 1916","$70,000","400 E. Church St.","The new Steele Library at 101 E. Church opened in 1979.","New York",NA,NA,NA
"1108",10,"Fleischmanns","Fleischmanns",NA,"1901","$5,000","1017 Main St.","","New York",NA,NA,NA
"1109",11,"Franklinville","Franklinville",NA,"May 8, 1914","$2,200","5 N. Main St.","","New York",NA,NA,NA
